COMB Title,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
MX SUPERFLY,75.83333333,48.33,0.00,0.00,0,23,0,14,187918,8.06,89.82%,38.00,226159,8.97
MX UNLEASHED,79,35.50,0.00,0.00,0,7,0,47,649007,22.80,83.94%,32.00,867809,27.17
MY STREET,54.20000076,36.00,0.00,0.00,0,2,0,2,70554,2.43,84.09%,31.00,93499,2.89
MYST 3 EXILE,61.64999962,24.50,0.00,0.00,0,15,0,8,119337,2.48,85.74%,21.50,143272,2.90
MYSTIC HEROES,66.39999962,50.00,0.00,0.00,0,48,0,18,44094,1.95,89.14%,41.00,52681,2.19
NAMCO MUSEUM,63.15000153,29.67,0.00,0.00,0,0,0,1,705178,18.90,37.41%,21.67,2274342,50.53
NASCAR 2001,64.5,50.00,0.00,0.00,0,2,0,0,239294,11.40,90.97%,46.00,273408,12.54
NASCAR 2005: CHASE FOR THE CUP,86.69999949,49.00,11.40,11.40,0,7,1,57,521829,25.66,70.81%,42.33,851166,36.24
NASCAR HEAT 2002,80.15000153,49.50,0.00,0.00,0,9,0,3,270199,11.77,85.07%,38.00,361845,13.83
NASCAR THUNDER 2002,83.75,50.00,0.00,0.00,0,9,0,3,608342,29.40,93.69%,47.00,660781,31.38
NASCAR THUNDER 2003,83.96666718,47.67,29.40,29.40,0,23,2,14,685633,28.49,89.03%,36.33,815820,32.01
NASCAR THUNDER 2004,85.40000153,49.00,25.16,54.56,0,12,4,33,531207,25.16,91.72%,46.00,589621,27.43
NASCAR: DIRT 2 DAYTONA,82.64999771,50.00,0.00,0.00,0,19,0,11,227893,9.19,87.74%,33.50,284837,10.48
NAVAL OPS: COMMANDER,61.70000076,48.00,1.93,1.93,0,1,1,16,17369,0.84,90.58%,45.00,20462,0.92
NAVAL OPS: WARSHIP,66.5,51.00,0.00,0.00,0,2,0,13,39230,1.93,94.42%,48.00,42881,2.05
NBA 2K2,89,42.00,0.00,0.00,3,24,0,9,601038,26.91,95.85%,38.33,668241,28.08
NBA 2K3,84.30000305,49.67,0.00,0.00,3,24,0,9,632006,28.36,94.31%,39.33,694649,30.07
NBA BALLERS,83.40000153,38.00,0.00,0.00,0,8,0,44,772487,29.55,91.98%,35.50,904564,32.13
NBA COURTSIDE 2002,71.40000153,49.00,0.00,0.00,0,6,0,0,123261,5.96,88.44%,42.00,160797,6.74
NBA HOOPZ,62.09999847,42.00,0.00,0.00,0,6,0,1,52755,2.18,86.65%,36.00,70152,2.51
NBA INSIDE DRIVE 2002,77.40000153,39.00,0.00,0.00,1,8,0,1,209613,8.17,97.98%,38.00,221195,8.34
NBA INSIDE DRIVE 2003,76.59999847,48.00,0.00,0.00,1,8,0,1,152569,4.71,88.43%,29.00,185347,5.32
NBA INSIDE DRIVE 2004,73.80000305,47.00,8.17,12.88,0,6,2,10,92538,3.63,94.61%,38.00,100828,3.83
NBA JAM,68.29999924,35.00,0.00,0.00,0,13,0,29,201906,6.03,89.94%,28.00,240469,6.70
NBA LIVE 2001,75.59999847,48.00,0.00,0.00,1,6,0,1,386148,18.56,97.37%,47.00,409670,19.06
NBA LIVE 2002,71.95000076,49.50,0.00,0.00,1,6,0,1,942380,45.48,95.43%,46.00,1019710,47.66
NBA LIVE 2003,81.53333282,47.33,45.48,64.04,0,24,3,9,1321535,61.86,93.88%,41.33,1445843,65.89
NBA LIVE 2004,81.53333282,49.67,61.86,125.90,0,15,6,36,1655574,80.88,95.62%,47.67,1754610,84.58
NBA LIVE 2005,81.30000051,33.33,80.88,206.78,0,8,9,54,1891910,63.45,77.47%,32.33,2512198,81.90
NBA SHOOTOUT 2001,57,42.00,0.00,0.00,0,6,0,1,46278,1.91,88.35%,36.00,59863,2.17
NBA SHOOTOUT 2003,68.40000153,39.00,1.91,1.91,0,10,1,8,70416,2.66,87.28%,35.00,87144,3.05
NBA SHOOTOUT 2004,64.19999695,40.00,2.66,4.58,0,7,2,19,89290,3.26,92.27%,35.00,100438,3.54
NBA STARTING FIVE,52.69999886,42.50,0.00,0.00,0,18,0,9,66490,0.99,83.46%,16.50,81520,1.18
NBA STREET,85.70000076,43.50,0.00,0.00,0,12,0,1,1031438,43.23,68.03%,29.50,1970716,63.54
NBA STREET VOL 2,88.79999797,46.33,43.23,43.23,0,15,2,36,1480506,63.24,82.63%,33.67,2136674,76.53
NCAA BASKETBALL 2K3,83.19999949,50.00,0.00,0.00,0,24,0,9,173738,8.19,98.42%,46.33,183613,8.32
NCAA FINAL FOUR 2001,48.79999924,50.00,0.00,0.00,0,0,0,0,64895,2.98,94.90%,42.00,74713,3.14
NCAA FINAL FOUR 2002,64.59999847,50.00,2.98,2.98,0,6,1,1,89134,4.06,81.38%,40.00,123104,4.98
NCAA FINAL FOUR 2003,57.59999847,40.00,4.06,7.04,0,10,2,8,63283,2.40,92.43%,35.00,74478,2.60
NCAA FINAL FOUR 2004,50.5,40.00,2.40,9.44,0,7,3,19,62498,2.09,92.48%,32.00,70881,2.26
NCAA FOOTBALL 2002,89.80000305,50.00,0.00,0.00,0,5,0,3,595396,29.94,94.64%,50.00,633544,31.63
NCAA FOOTBALL 2003,89.96666463,46.00,29.94,29.94,0,21,1,13,1308129,61.67,95.79%,41.00,1407070,64.38
NCAA FOOTBALL 2004,90.16666667,49.33,61.67,91.61,0,12,4,37,1422111,69.48,96.89%,47.00,1489817,71.71
NCAA FOOTBALL 2005,87.83333333,46.33,69.48,161.09,0,12,7,52,1470712,68.82,93.69%,45.33,1602322,73.46
NCAA FOOTBALL 2K3,72.03333537,33.00,0.00,0.00,0,21,0,13,255477,6.83,85.60%,20.67,353989,7.98
NCAA GAMEBREAKER 2001,51.09999847,50.00,0.00,0.00,0,2,0,0,51143,2.26,93.03%,40.00,60762,2.43
NCAA GAMEBREAKER 2003,61.5,39.00,2.26,2.26,0,7,1,9,76428,2.92,91.34%,35.00,91084,3.20
NCAA GAMEBREAKER 2004,64.69999695,39.00,2.92,5.18,0,6,2,17,74684,2.60,92.14%,32.00,87438,2.82
NCAA MARCH MADNESS 2004,80.34999847,49.50,0.00,0.00,0,13,0,29,510637,23.97,95.80%,46.00,541744,25.02
NCAA MARCH MADNESS 2005,80.59999847,38.00,23.97,23.97,0,8,2,44,279946,10.75,62.61%,34.50,495116,17.18
NCAA MARCH MDNSS 2003,73.69999695,50.00,0.00,0.00,0,10,0,8,242192,11.58,94.68%,46.00,265153,12.23
NEED FOR SPEED: HOT PURSUIT 2,81.23333232,50.00,0.00,0.00,0,28,0,36,1118027,44.57,63.79%,28.67,2352373,69.86
NEED FOR SPEED: UNDERGROUND,84,49.00,44.57,44.57,0,54,3,67,3199921,149.55,91.13%,41.33,3830541,164.12
NEED FOR SPEED: UNDERGROUND 2,80.53333282,48.33,149.55,194.12,0,27,6,124,2453829,118.56,79.51%,48.33,3074952,149.12
NEO CONTRA,66.90000153,36.00,10.17,10.17,0,40,1,82,26282,0.95,51.98%,29.00,62175,1.82
NEW LEGENDS,52.90000153,41.00,0.00,0.00,0,21,0,2,30583,1.22,83.16%,28.00,52823,1.46
NFL 2K2,86.25,45.50,0.00,0.00,1,13,0,5,419780,18.27,95.34%,39.50,462825,19.17
NFL 2K3,88.76666514,38.00,14.85,14.85,1,21,1,13,975417,26.89,88.60%,23.33,1287629,30.35
NFL BLITZ 2002,79.56666819,37.67,0.00,0.00,3,21,0,13,215219,8.58,98.14%,36.33,224025,8.74
NFL BLITZ 2003,75.26666768,43.00,0.00,0.00,3,21,0,13,296530,11.98,90.78%,36.00,350350,13.19
NFL BLITZ PRO,71.33333079,40.00,17.40,20.56,0,12,6,37,125713,4.44,96.01%,33.00,134228,4.62
NFL FEVER 2002,80.5,49.00,0.00,0.00,0,1,0,0,535393,24.50,94.59%,44.00,589998,25.90
NFL FEVER 2003,79.59999847,41.00,24.50,24.50,0,8,1,2,306177,11.57,92.20%,36.00,352347,12.55
NFL FEVER 2004,75.09999847,43.00,11.57,36.07,0,4,2,11,164370,6.60,92.54%,39.00,185346,7.14
NFL GAMEDAY 2001,51.40000153,48.00,0.00,0.00,0,2,0,0,127284,5.69,91.92%,43.00,145129,6.19
NFL GAMEDAY 2002,55.09999847,50.00,5.69,5.69,0,5,1,3,146883,6.66,98.35%,44.00,153725,6.78
NFL GAMEDAY 2003,68.19999695,40.00,6.66,12.36,0,7,2,9,134538,5.15,90.26%,36.00,157619,5.71
NFL GAMEDAY 2004,69.5,39.00,5.15,17.51,0,6,3,17,139933,5.13,93.15%,35.00,158045,5.51
NFL PRIMETIME 2002,60.89999962,41.00,0.00,0.00,0,13,0,5,38695,1.68,95.39%,36.00,43223,1.76
NFL QUARTERBACK CLUB 2002,58.64999771,43.00,0.00,0.00,0,6,0,3,96896,3.10,89.47%,27.00,119410,3.46
NFL STREET,79.90000153,41.33,0.00,0.00,3,12,0,52,1345625,56.37,94.92%,39.00,1502226,59.38
NFL STREET 2,79.19999949,50.00,0.00,0.00,3,12,0,52,236866,11.76,37.38%,46.33,672413,31.46
NHL 2001,81.90000153,50.00,0.00,0.00,0,0,0,0,301518,14.24,85.13%,44.00,377990,16.73
NHL 2002,87.5,50.50,34.89,14.24,0,4,1,1,561982,27.32,92.97%,46.50,627045,29.39
NHL 2003,77.73333486,48.00,27.32,41.56,0,7,3,8,490392,21.47,91.48%,37.00,568782,23.47
NHL 2004,84.3666687,49.33,21.47,63.03,0,6,6,18,490013,23.54,91.87%,45.00,546700,25.62
NHL 2005,77.03333282,35.33,23.54,86.57,0,3,9,27,207270,7.40,76.22%,33.33,286424,9.71
NHL 2K3,87.1333313,49.67,0.00,0.00,0,7,0,8,143377,6.67,95.26%,41.33,161168,7.00
NHL FACE OFF 2001,54.29999924,39.00,0.00,0.00,0,3,0,1,52590,2.02,83.11%,32.00,75618,2.43
NHL FACEOFF 2003,59.09999847,40.00,2.02,2.02,0,3,1,5,71867,2.56,91.87%,32.00,87172,2.79
NHL HITZ 2002,80.29999797,50.00,0.00,0.00,0,4,0,1,470861,22.50,92.82%,44.67,532834,24.24
NHL HITZ 2003,82.33333333,48.67,22.50,22.50,0,7,3,8,166537,7.46,88.52%,37.00,216020,8.43
NHL HITZ PRO,81.39999898,36.33,7.46,29.96,0,6,6,18,115682,3.81,91.43%,30.33,134287,4.16
NHL RIVALS 2004,66.59999847,46.00,0.00,0.00,0,3,0,5,54235,1.91,93.21%,34.00,60957,2.05
NICKELODEON PARTY BLAST,15.60000038,35.00,0.00,0.00,0,4,0,0,220169,6.13,81.47%,26.50,287460,7.53
NICKTOONS MOVIN',65.69999695,19.00,0.00,0.00,0,3,0,10,93367,1.80,78.00%,19.00,119129,2.31
NIGHTCASTER,59.5,37.00,0.00,0.00,1,4,0,0,58832,2.18,90.00%,32.00,75600,2.42
NIGHTCASTER2 EQUINOX,48.29999924,40.00,0.00,0.00,1,4,0,0,16445,0.28,70.87%,14.00,27808,0.39
NIGHTMARE OF DRUAGA,55.20000076,37.00,0.00,0.00,0,20,0,44,2534,0.09,30.87%,23.00,13488,0.30
NIGHTSHADE,67.80000305,32.00,0.00,0.00,0,40,0,82,37207,1.19,91.44%,30.00,42994,1.31
NINJA ASSAULT,59.20000076,51.50,0.00,0.00,0,6,0,14,46735,2.31,91.91%,41.50,52632,2.52
NINJA GAIDEN,92.40000153,49.00,0.00,0.00,0,21,0,58,520871,25.68,96.29%,49.00,546368,26.67
NO ONE LIVES FOREVER,69.90000153,38.00,0.00,0.00,0,8,0,10,48205,1.78,93.44%,34.00,55672,1.90
ODDWORLD: MUNCH'S ODDYSEE,78.69999695,49.00,0.00,0.00,0,1,0,0,324681,13.85,89.46%,37.00,414850,15.48
OKAGE: SHADOW KING,72.09999847,50.00,0.00,0.00,0,12,0,4,66478,2.64,76.77%,31.00,110176,3.44
ONI,68.59999847,40.00,0.00,0.00,0,14,0,0,159250,6.36,88.98%,35.00,206791,7.15
ONIMUSHA 2: SAMURAI,84.09999847,47.00,22.08,22.08,0,3,1,5,346742,13.93,88.35%,34.00,460470,15.77
ONIMUSHA 3: DEMON,85.80000305,43.00,13.93,36.01,1,8,2,15,209859,8.94,89.48%,36.00,280349,9.99
ONIMUSHA BLADE WAR,64.30000305,36.00,13.93,36.01,1,17,2,26,36259,1.31,91.05%,33.00,42931,1.44
ONIMUSHA WARLORDS,83.30000305,47.00,0.00,0.00,0,4,0,0,504647,22.08,79.39%,35.00,786228,27.81
ORPHEN,57.29999924,49.00,0.00,0.00,0,3,0,0,84727,3.17,80.94%,32.00,123386,3.92
OTOGI 2: IMMORTAL,80.19999695,40.00,0.00,0.00,0,21,0,58,16990,0.67,66.16%,36.00,27967,1.02
OTOGI: MYTH OF DEMONS,81.09999847,40.00,0.00,0.00,0,33,0,24,54260,2.11,93.68%,38.00,59349,2.25
OUTLAW GOLF,72.44999695,36.25,0.00,0.00,2,6,0,0,230237,7.68,89.15%,22.75,297706,8.61
OUTLAW GOLF 2,70.84999847,20.00,6.33,6.52,0,3,2,12,110572,2.22,49.71%,20.00,223816,4.47
OUTLAW VOLLEYBALL,78,42.00,0.00,0.00,0,2,0,2,84844,2.29,77.68%,20.00,144904,2.95
OUTRUN 2,79.40000153,39.00,0.00,0.00,0,14,0,36,31732,1.23,61.55%,29.00,69456,2.00
P.N. 03,64.19999695,36.00,0.00,0.00,0,20,0,18,40118,1.13,87.74%,26.00,49044,1.29
P.T.O. IV,64.30000305,50.00,0.00,0.00,0,2,0,5,27992,1.41,96.65%,50.00,29146,1.46
PAC-MAN FEVER,54.44999886,30.00,0.00,0.00,2,3,0,1,173697,4.70,63.17%,23.00,326975,7.45
PAC-MAN PLAYER'S BND,80.30000305,19.00,4.51,6.24,0,17,2,17,330276,6.37,92.31%,19.00,358291,6.91
PAC-MAN WORLD 2,69.80000051,39.67,0.00,0.00,2,39,0,12,502259,16.45,46.77%,23.67,1512582,35.18
PANZER DRAGOON ORTA,90.09999847,44.00,0.00,0.00,0,33,0,24,114519,5.04,94.71%,41.00,129199,5.33
PAPER MARIO: THOUSAND,87.80000305,47.00,87.05,279.86,2,12,6,12,548023,25.93,84.71%,47.00,649084,30.61
PARAPPA THE RAPPER 2,66.90000153,35.00,0.00,0.00,0,4,0,3,41298,1.43,83.51%,31.00,55686,1.71
PARIS DAKAR RALLY,45.40000153,45.00,0.00,0.00,0,23,0,4,43630,1.39,79.58%,29.00,59696,1.75
PHANTASY STAR I & II,83.65000153,43.00,0.00,0.00,0,12,0,5,224876,10.15,85.09%,40.00,275753,11.93
PHANTASY STAR PLUS,,30.00,7.91,7.91,1,12,1,12,26067,0.77,75.38%,30.00,34694,1.02
PHANTASY STAR: CARD,74.30000305,47.00,7.91,7.91,1,0,1,1,35213,1.67,89.88%,42.00,43963,1.86
PHANTOM BRAVE,81.5,47.00,0.00,0.00,0,40,0,88,42606,2.02,74.41%,38.00,70904,2.71
PHANTOM CRASH,73.90000153,39.00,0.00,0.00,0,5,0,1,17408,0.56,83.69%,29.00,23096,0.66
PIGLET'S BIG GAME,67.95000076,23.50,0.00,0.00,0,10,0,10,64740,1.52,93.81%,22.50,71008,1.62
PIKMIN,86,50.00,0.00,0.00,0,0,0,0,455524,22.40,81.94%,40.00,678382,27.34
PIKMIN 2,89.19999695,49.00,22.40,22.40,0,1,1,2,247258,12.01,87.96%,49.00,281052,13.66
PINBALL HALL OF FAME,68.04999924,16.00,0.00,0.00,0,1,0,0,48637,0.68,47.59%,15.00,102659,1.43
PIRATES OF THE CARIBBEAN,68.19999695,44.00,0.00,0.00,0,8,0,5,116384,4.32,80.99%,32.00,167154,5.33
PIRATES: BLACK KAT,73.45000076,43.00,0.00,0.00,0,15,0,8,85079,3.65,95.26%,39.50,94848,3.83
PITFALL THE LOST EXPEDITION,72.90000153,27.00,0.00,0.00,0,10,0,46,151115,4.10,95.37%,26.33,162854,4.29
PK: OUT OF THE SHADOWS,52.85000038,29.50,0.00,0.00,0,30,0,10,53494,0.95,72.33%,16.00,81924,1.31
POKEMON CHANNEL,54.40000153,30.00,0.00,0.00,0,6,0,5,166965,4.87,91.95%,29.00,182247,5.29
POKEMON COLOSSEUM,75.19999695,49.00,4.87,4.87,0,1,1,0,733908,35.74,88.99%,43.00,930735,40.16
POLAR EXPRESS,46.44999886,28.50,0.00,0.00,0,5,0,31,85007,2.43,75.05%,25.50,127395,3.24
POOL PARADISE,75.04999924,19.00,0.00,0.00,0,1,0,2,13462,0.26,61.99%,17.50,23533,0.41
PORTAL RUNNER,56,29.00,0.00,0.00,0,14,0,0,39899,0.88,86.04%,20.00,50432,1.02
POWER PUFF GIRLS: RELISH RAMPAGE,52.70000076,34.00,0.00,0.00,0,10,0,5,154453,3.44,79.16%,19.00,218337,4.35
POWER RANGERS: DINO THUNDER,48.14999962,19.50,0.00,0.00,0,55,0,121,213877,4.18,63.52%,20.00,334981,6.58
POWERDROME,57.10000229,20.00,0.00,0.00,0,24,0,98,4009,0.08,47.46%,12.00,16227,0.17
PREVIEW DISC,,7.00,0.00,0.00,0,0,0,0,166522,1.18,95.27%,7.00,172710,1.24
PRIDE FIGHTING CHAMP,73.69999695,42.00,0.00,0.00,0,8,0,17,103790,4.35,95.55%,39.00,116108,4.55
PRIMAL,76.09999847,34.00,0.00,0.00,0,31,0,50,86074,2.69,80.94%,22.00,150976,3.32
PRINCE OF PERSIA: THE SANDS OF T,92.23333232,49.00,0.00,0.00,0,84,0,92,1072112,43.00,90.13%,38.00,1289558,47.71
PRINCE OF PERSIA: WARRIOR WITHIN,83.93333435,48.67,43.00,43.00,0,76,3,179,527497,25.63,75.13%,46.67,731202,34.12
PRISONER OF WAR,67.19999695,50.00,0.00,0.00,0,6,0,2,39949,1.92,91.62%,43.00,48608,2.10
PRO CAST SPORTS FISH,45.79999924,40.00,0.00,0.00,0,0,0,0,13383,0.51,86.85%,37.00,15834,0.58
PRO FISHING CHALLENGE,65.5,31.00,0.00,0.00,0,1,0,1,7744,0.24,67.28%,29.00,12141,0.35
PRO RACE DRIVER,81.70000076,43.50,0.00,0.00,0,19,0,19,80937,3.40,86.30%,30.50,127935,3.94
PRO RALLY 2002,60.90000153,50.00,0.00,0.00,0,6,0,0,8897,0.22,84.51%,24.00,10970,0.26
PROJECT EDEN,75.19999695,43.00,0.00,0.00,0,0,0,0,24355,0.76,84.48%,25.00,35157,0.89
PROJECT GOTHAM 2,92.90000153,48.00,33.22,33.22,0,20,1,15,539963,19.82,88.41%,34.00,662388,22.42
PROJECT GOTHAM RACING,86.69999695,49.00,0.00,0.00,0,3,0,0,704766,33.22,76.35%,36.00,1213967,43.51
PRYZM: DARK UNICORN,52.09999847,18.00,0.00,0.00,0,34,0,15,28020,0.44,72.25%,13.00,47367,0.61
PSI OPS: THE MINDGATE CONSPIRACY,84.34999847,36.00,0.00,0.00,0,15,0,13,168118,6.07,90.59%,33.50,203312,6.70
PULSE RACER,29.39999962,,0.00,0.00,0,10,0,4,6050,0.06,65.41%,9.00,10037,0.09
PURE EVIL 2 PACK,,,1.67,38.70,0,0,5,5,0,0.00,0.00%,30.00,18006,0.54
PURE PINBALL,68,20.00,0.00,0.00,0,1,0,0,11204,0.22,68.24%,18.00,17437,0.32
PUYO POP FEVER,70.30000305,29.00,0.00,0.00,0,0,0,6,3856,0.11,66.68%,28.00,5859,0.17
Q-BALL,65.80000305,44.00,0.00,0.00,0,1,0,0,64751,1.33,64.65%,19.00,107678,2.06
QUAKE III: REVOLUTION,83.30000305,45.00,0.00,0.00,0,6,0,3,76010,3.38,93.48%,43.00,84731,3.62
QUANTUM REDSHIFT,75,36.00,0.00,0.00,0,4,0,3,47304,1.22,80.68%,22.00,68963,1.51
R: RACING EVOLUTION,68.83333333,50.00,0.00,0.00,0,54,0,67,149975,3.45,88.99%,21.33,185937,3.88
RALLISPORT CHALLENGE,87.30000305,44.00,0.00,0.00,0,10,0,4,186980,7.48,78.77%,31.00,306073,9.49
RALLISPORT CHALLENGE2,88.59999847,35.00,7.48,7.48,0,14,1,36,118993,4.14,90.44%,32.00,141091,4.58
RALLY CHAMPIONSHIP,63.20000076,17.00,0.00,0.00,0,2,0,7,7182,0.12,89.61%,17.00,8007,0.14
RALLY FUSION,74,41.50,0.00,0.00,0,17,0,14,64040,1.76,88.63%,25.50,78720,1.98
RAPALA PRO FISHING,65.40000153,29.00,0.00,0.00,0,1,0,8,121791,3.51,70.05%,25.50,196127,5.00
RATCHET & CLANK,89.09999847,40.00,0.00,0.00,0,14,0,10,701114,22.38,73.86%,28.00,1097355,30.29
RATCHET & CLANK: UP,91.80000305,39.00,27.17,49.54,0,25,2,42,523497,20.58,75.80%,39.00,692087,27.16
RATCHET & CLANK:GOING,91.40000153,40.00,22.38,22.38,0,16,1,25,814984,27.17,85.65%,31.00,1035484,31.72
RAYMAN 2,84.30000305,47.00,0.00,0.00,0,8,0,1,77784,3.61,81.82%,38.00,116856,4.41
RAYMAN 3: HOODLUM HAVOC,78.66666667,28.67,4.01,7.61,0,42,4,54,175330,4.90,92.82%,27.33,197684,5.28
RAYMAN ARENA,59.76666641,22.00,3.61,3.61,0,39,1,12,244651,4.01,73.28%,16.33,355879,5.47
RC REVENGE PRO,51.70000076,30.00,0.00,0.00,0,23,0,4,41547,1.23,73.82%,26.00,64478,1.66
READY 2 RUMBLE BOXING 2,77.69999695,49.00,0.00,0.00,0,0,0,0,138677,6.54,66.43%,31.00,317212,9.85
REAL POOL,60.29999924,40.00,0.00,0.00,0,1,0,0,72169,1.93,70.57%,24.00,112111,2.74
RED DEAD REVOLVER,74.35000229,44.00,0.00,0.00,0,6,0,18,594363,25.85,86.92%,37.50,789577,29.74
RED FACTION,86.90000153,51.00,0.00,0.00,0,6,0,3,385911,16.74,79.63%,35.00,602251,21.02
RED FACTION II,80.10000102,45.67,16.74,16.74,0,20,1,26,356167,15.45,93.37%,37.67,404420,16.55
REDCARD SOCCER 20-03,70.86666616,41.00,0.00,0.00,0,14,0,5,55321,2.26,92.75%,39.00,62128,2.44
REEL FISHING III,53.29999924,17.00,0.00,0.00,0,2,0,4,118827,1.89,86.23%,15.00,143139,2.19
REIGN OF FIRE,59.03333282,36.00,0.00,0.00,0,69,0,20,180977,4.72,85.97%,23.67,230322,5.49
RESIDENT EVIL,89.90000153,46.00,0.00,0.00,1,1,0,0,428997,19.58,91.81%,41.00,518586,21.32
RESIDENT EVIL 2,61.90000153,39.00,19.58,34.51,2,2,2,2,33726,1.32,95.03%,39.00,36016,1.39
RESIDENT EVIL 3: NEMESIS,63,37.00,19.58,34.51,2,2,2,2,44642,1.67,92.93%,37.00,48975,1.79
RESIDENT EVIL CODE VERONICA: X,72.39999962,45.00,19.58,34.51,2,6,2,2,570216,20.77,74.55%,33.00,925169,27.86
RESIDENT EVIL ZERO,82.80000305,49.00,0.00,0.00,1,1,0,0,359887,14.93,89.67%,37.00,444983,16.65
RESIDENT EVIL: AIM,66.40000153,38.00,19.57,19.57,0,3,1,11,127812,4.78,93.91%,37.00,139546,5.09
RESIDENT EVIL: OUTBRK,69.59999847,47.00,4.78,24.35,0,8,2,15,375044,17.73,95.49%,46.00,404693,18.56
REZ,81.69999695,47.00,0.00,0.00,0,34,0,15,16899,0.79,83.63%,45.00,21074,0.95
RIBBIT KING,64.09999847,15.00,0.00,0.00,0,4,0,22,49044,0.74,80.51%,14.00,65308,0.91
RIDGE RACER TYPE V,79.5,48.00,0.00,0.00,0,3,0,0,140445,6.76,81.97%,43.00,192775,8.25
RING OF RED,77.19999695,51.00,0.00,0.00,0,0,0,0,38133,1.93,91.54%,48.00,43915,2.11
RISK: GLOBAL DOMINATN,64.80000305,30.00,0.00,0.00,0,1,0,1,125504,3.31,87.04%,26.00,148046,3.80
ROAD TRIP,70.80000305,20.00,0.00,0.00,0,15,0,28,15149,0.25,57.40%,14.00,31164,0.43
ROAD TRIP:ARCADE EDTN,50,19.00,0.00,0.00,0,3,0,26,15255,0.30,96.58%,19.00,15849,0.31
ROADKILL,68.46666463,40.00,0.00,0.00,0,17,0,24,106050,2.92,88.89%,24.67,128365,3.29
ROBIN HOOD: DEFENDER OF THE CROW,58.5,37.50,0.00,0.00,0,23,0,33,55190,1.37,78.61%,22.00,81341,1.74
ROBOCOP,37.09999847,48.00,0.00,0.00,0,10,0,8,5320,0.21,77.21%,37.00,7528,0.28
ROBOT ALCHEMIC DRIVE,78.80000305,50.00,0.00,0.00,0,7,0,5,22352,0.96,91.60%,41.00,25926,1.05
ROBOTECH,,80.33,0.00,0.00,3,13,0,6,42446,2.76,94.76%,56.33,50169,2.91
ROBOTECH: BATTLECRY,76.06666565,44.33,0.00,0.00,3,13,0,6,330624,11.52,85.28%,29.67,457864,13.51
ROBOTECH: INVASION,59.25,39.00,8.89,11.18,0,15,4,47,22951,0.90,55.22%,32.50,50990,1.64
ROCKET POWER: BEACH BANDITS,62.70000076,39.50,0.00,0.00,0,27,0,17,363576,12.27,84.43%,31.00,471768,14.53
ROCKY,77.36666616,49.00,0.00,0.00,0,5,0,3,387510,14.53,89.91%,32.33,486464,16.16
ROCKY: LEGENDS,70.85000229,39.00,13.24,13.24,0,2,2,10,49307,1.92,52.79%,27.00,134950,3.64
ROGUE OPS,64.93333308,34.67,0.00,0.00,0,84,0,92,128685,2.37,82.33%,16.67,177401,2.88
ROLLER COASTER TYCOON,60.59999847,26.00,0.00,0.00,0,3,0,1,67191,1.69,89.95%,24.00,77555,1.88
ROMANCE 3 KINGDM VIII,72.40000153,51.00,2.25,2.25,0,2,1,5,35733,1.67,92.53%,44.00,40938,1.81
ROMANCE 3 KINGDOM VII,71.09999847,51.00,0.00,0.00,0,1,0,3,44094,2.25,85.77%,44.00,59388,2.62
ROMANCE 3 KINGDOMS IX,74.69999695,49.00,1.67,3.92,0,2,2,8,22382,1.10,91.92%,47.00,25463,1.19
ROOM ZOOM:RACE IMPACT,54.29999924,15.00,0.00,0.00,0,14,0,36,8446,0.13,66.78%,14.00,13303,0.19
RPG MAKER II,67.09999847,50.00,0.00,0.00,0,15,0,28,43880,2.13,89.69%,46.00,51463,2.38
RS: RIDING SPIRITS,60,41.00,0.00,0.00,0,13,0,11,74316,2.08,82.58%,25.00,100682,2.52
RTX RED ROCK,56.59999847,15.00,0.00,0.00,0,31,0,50,21268,0.28,76.94%,12.00,30840,0.36
R-TYPE FINAL,80.30000305,25.00,0.00,0.00,0,5,0,15,54079,1.37,84.12%,24.00,69314,1.63
RUGBY,76.19999695,41.00,0.00,0.00,0,1,0,1,37140,1.48,87.98%,38.00,43796,1.68
RUGBY 2004,60.40000153,40.00,1.48,1.48,0,6,1,17,67918,2.01,88.84%,27.00,82442,2.26
RUGRATS ROYAL RANSOM,61.75,38.50,0.00,0.00,0,8,0,0,217921,6.57,90.73%,28.00,254815,7.24
RUMBLE RACING,82.69999695,42.00,0.00,0.00,0,23,0,4,70185,2.90,90.99%,39.00,81070,3.19
RUMBLE ROSES,66.19999695,39.00,0.00,0.00,0,3,0,8,57073,2.22,61.82%,36.00,98774,3.59
RUN LIKE HELL,60.95000076,39.00,0.00,0.00,0,6,0,9,45406,1.68,87.32%,30.50,58867,1.92
RUNE: VIKING WARLORD,54.79999924,48.00,0.00,0.00,0,14,0,0,79458,3.44,87.73%,38.00,101936,3.92
RYGAR:LEGENDARY ADVNT,82.30000305,50.00,0.00,0.00,0,34,0,15,118707,5.07,89.64%,38.00,149479,5.66
SALT LAKE 2002,49,38.00,0.00,0.00,0,1,0,3,49543,1.86,97.76%,36.00,53366,1.91
